['0x013121291061493421111131049241312871055370116', '0x8234523749', '爱建集团', '731914A97V77CU6', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 370, 39557, 39927, 1, 1, '5kg', 1604630743970366700, '0x073108141561471031141213']
['0x91312152754221247490443262110101551415131510', '0x4661262589', '光大嘉宝', '730415FUU5METM0', '中国太保', '7328842Q69Q0QJ1', '2020-11-06 10:45:44', '普通发票', '15.4%', 934, 60478, 61412, 3, 1, '7kg', 1604630744482127000, '0x1138557694743127146']
['0x132105113445131641310620077159112014860146', '0x4881038228', '聚辰股份', '7319047HA2DM8U0', '东方航空', '7385243VRE8KYG2', '2020-11-06 10:45:44', '专业发票', '17.34%', 145, 41171, 41316, 1, 2, '11kg', 1604630744482127000, '0x13151464108121301110966']
['0x10140155368132581212171145594413011121301010', '0x6651777840', '东方明珠', '737278RMY1Y6001', '华培动力', '7350244DDXJMB98', '2020-11-06 10:45:44', '增值税发票', '10.62%', 665, 54328, 54993, 1, 2, '3kg', 1604630744482127000, '0x76091270155915151173']
['0x1101343111271115513153510711431267498111412654', '0x2230583261', '中化国际', '739874L8BDK4J56', '天永智能', '735398PI8IM35V2', '2020-11-06 10:45:44', '增值税发票', '18.88%', 639, 29611, 30250, 1, 3, '7kg', 1604630744482127000, '0x412461372127131212126913']
['0x61422209801112103614028135201136870813153', '0x2772421813', '鼎捷软件', '738245L775DFQR4', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:44', '普通发票', '15.6%', 692, 93889, 94581, 2, 2, '9kg', 1604630744482127000, '0x2139065141251413614203']
['0x1321014515539156882637149810111510511261336', '0x3613594147', '国投资本', '733019TIKK775I8', '航天机电', '733046K6PK2SFB4', '2020-11-06 10:45:44', '增值税发票', '14.29%', 127, 99676, 99803, 2, 2, '11kg', 1604630744482127000, '0x46809117114101931341']
['0x8710377399141361149173151344105116811428', '0x9257809640', '亚士创能', '7383016GDI3XSU2', '东方财富', '7373367NFM873UX', '2020-11-06 10:45:44', '普通发票', '15.71%', 1017, 64739, 65756, 4, 1, '11kg', 1604630744482127000, '0x10141027571515150811310']
['0x461414614315621096736012758077698119310', '0x0308589822', '国泰君安', '732937RPHHXXOC5', '天宸股份', '73679221H4MFHJ8', '2020-11-06 10:45:44', '增值税发票', '13.08%', 860, 37755, 38615, 4, 4, '5kg', 1604630744482127000, '0x18147133971014415811142']
['0x8407651289131239813151001009119581412120983', '0x4486648147', '华鑫股份', '739063KTAA7OHO7', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:44', '普通发票', '15.95%', 111, 32395, 32506, 1, 3, '10kg', 1604630744482127000, '0x1103379113831313121212']
['0x3087751341051310122124101512429111435589877', '0x8756347495', '水星家纺', '737158JDC38B944', '威派格', '732934IEPT3VCR2', '2020-11-06 10:45:44', '专业发票', '15.38%', 915, 71500, 72415, 2, 3, '8kg', 1604630744482127000, '0x7803661261411121574119']
['0x684147375111422471911370810224638414', '0x5972487287', '威尔泰', '739185FCFOYGHBX', '丰华股份', '739994PMBILTC41', '2020-11-06 10:45:44', '普通发票', '13.38%', 1021, 109287, 110308, 4, 3, '3kg', 1604630744482127000, '0x301113678826811020']
['0x041430156101404381106214519701514121414125105', '0x2373065043', '宏达矿业', '734030770NJEHB8', '华平股份', '7348944KPNEPFY7', '2020-11-06 10:45:44', '增值税发票', '17.08%', 748, 93481, 94229, 3, 3, '11kg', 1604630744482127000, '0x72297131187142111426']
['0x03049950554113159121287910121411141311610103', '0x4005715752', '卫宁健康', '735980FGEJ72SC0', '安信信托', '730117JGDPQ0IC8', '2020-11-06 10:45:44', '增值税发票', '14.01%', 145, 75221, 75366, 1, 3, '10kg', 1604630744482127000, '0x01210921210629124510110']
['0x463931411963797131380312431115109311816142', '0x4950438786', '张江高科', '735909FYLDU4NM4', '航天机电', '733046K6PK2SFB4', '2020-11-06 10:45:44', '普通发票', '10.37%', 459, 101187, 101646, 4, 1, '5kg', 1604630744482127000, '0x21391412562132128132010']
['0x15129811412105126141371013101247831281571187411', '0x7993969197', '海得控制', '736059BSIW8FX25', '上海家化', '737825I51MLRB77', '2020-11-06 10:45:44', '增值税发票', '11.19%', 221, 84720, 84941, 3, 1, '5kg', 1604630744482127000, '0x614757911013481401247']
['0x4031071113141571321110385529143138207398114', '0x2496974424', '纳尔股份', '7369379YTKT4QD1', '松芝股份', '733206X24M35MA7', '2020-11-06 10:45:44', '增值税发票', '16.82%', 883, 49980, 50863, 2, 1, '10kg', 1604630744483218500, '0x9151370091421114210066']
['0x8614015441551100890336512141227374141111214', '0x0085960821', '华鑫股份', '739063KTAA7OHO7', '金安国纪', '738111YSESAJP22', '2020-11-06 10:45:44', '专业发票', '13.06%', 963, 86541, 87504, 2, 1, '11kg', 1604630744483626400, '0x1381571251015021411511014']
['0x59714711348155102869214116910108100512451112', '0x6257077916', '昊海生科', '736326ROHSMAYW6', '上海电气', '732454E9VPUAL76', '2020-11-06 10:45:44', '增值税发票', '18.92%', 920, 96006, 96926, 1, 4, '1kg', 1604630744483626400, '0x9691110381515128601516']
['0x7127921017106111842941031309453151114140112', '0x7421203181', '航天机电', '733046K6PK2SFB4', '中化国际', '739874L8BDK4J56', '2020-11-06 10:45:44', '专业发票', '16.38%', 429, 97911, 98340, 1, 3, '11kg', 1604630744483626400, '0x101329141411110151269207']
['0x1373131512212471127312992936315314910882712', '0x7346153883', '荣泰健康', '738436M2RVGKFIX', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:44', '增值税发票', '11.95%', 337, 92972, 93309, 4, 1, '10kg', 1604630744483626400, '0x81711143575129722121']
['0x8111210981431221415101441197111211681012101411', '0x1478841872', '密尔克卫', '7397406M1NT7QR0', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:44', '增值税发票', '11.45%', 962, 49835, 50797, 2, 3, '2kg', 1604630744483626400, '0x120014111413815013154155']
['0x12313121401115384912105115141489910159521541102', '0x9349087338', '普丽盛', '734644GG33N5XB2', '金力泰', '7317969P4JTFW20', '2020-11-06 10:45:44', '增值税发票', '16.89%', 106, 104350, 104456, 2, 4, '2kg', 1604630744483626400, '0x830521074210012101215']
['0x76713467014466141551590630911126115119814', '0x6403047291', '沃施股份', '739108USVBJMV83', '龙韵股份', '7376418DYMUPCKX', '2020-11-06 10:45:44', '增值税发票', '18.88%', 313, 14024, 14337, 2, 2, '2kg', 1604630744483626400, '0x3296031110610158141370']
['0x374914541211788124050151011211504117751114', '0x0988951091', '华域汽车', '736195P9OS45392', '新朋股份', '735120MK0AYVQP2', '2020-11-06 10:45:44', '增值税发票', '13.56%', 264, 13429, 13693, 3, 1, '1kg', 1604630744483626400, '0x2041777821598201014']
['0x301111141112143120411215045127111384581151310', '0x8165898910', '华培动力', '7350244DDXJMB98', '招商轮船', '736591EPX2ELQE9', '2020-11-06 10:45:44', '普通发票', '16.55%', 997, 92659, 93656, 1, 3, '5kg', 1604630744484131500, '0x8620541331213141221497']
['0x75171214121221232515711371312141223074156106', '0x1364119787', '移为通信', '739030WXYQWLBF3', '神开股份', '736219HEXL3WNW6', '2020-11-06 10:45:44', '专业发票', '11.58%', 895, 42725, 43620, 1, 2, '8kg', 1604630744484131500, '0x131356171077513611487']
['0x124510113735510152933124714441281011251513142', '0x7826778483', 'ST沪科', '737385Q2XESW4N3', '普丽盛', '734644GG33N5XB2', '2020-11-06 10:45:44', '增值税发票', '15.86%', 1051, 67099, 68150, 1, 3, '2kg', 1604630744484131500, '0x42117680134341431014']
['0x310156915116126060111161561491318513141111913813', '0x6265371361', '市北高新', '734297CCHAGU0A2', '现代制药', '736977KDKUD1AG5', '2020-11-06 10:45:44', '普通发票', '10.92%', 429, 59243, 59672, 4, 3, '5kg', 1604630744484330900, '0x31143312101214510481010']
['0x013107011315111087141514026596545111214621', '0x6702781280', 'ST中安', '737455LFIPCUEE4', '中船科技', '7379237HDX52G01', '2020-11-06 10:45:44', '普通发票', '12.54%', 751, 72600, 73351, 1, 3, '10kg', 1604630744484330900, '0x121015102305105615310155']
['0x10961521515474101291410151291212102641012106512137', '0x8883143762', '上海凯宝', '739536F7QW2K8R9', '璞泰来', '7347026SMUGEPV1', '2020-11-06 10:45:44', '专业发票', '17.49%', 721, 92958, 93679, 3, 3, '11kg', 1604630744484330900, '0x12140782111214107131213100']
['0x0146751213710413867156102941316054301167', '0x4016461816', '普元信息', '7359276QNU45K35', '至正股份', '7336385JAOIHBB0', '2020-11-06 10:45:44', '普通发票', '11.02%', 130, 53452, 53582, 1, 3, '10kg', 1604630744484330900, '0x1921223410415310111101']
['0x13455941021159473154154111411310781411951215', '0x2137507190', '雪榕生物', '739077CX5TMVOF3', '晶丰明源', '7347372A9BX0IL4', '2020-11-06 10:45:44', '增值税发票', '14.57%', 572, 84110, 84682, 3, 2, '9kg', 1604630744484330900, '0x121128111296122473903']
['0x17103135491515661582514235138159881312131473', '0x6737825088', '百润股份', '735114V6OYDWAJX', '康德莱', '736309QM2GOYVD5', '2020-11-06 10:45:44', '增值税发票', '10.88%', 136, 94185, 94321, 3, 3, '11kg', 1604630744484330900, '0x10111598991350277497']
['0x01057101291134154694898741212210477101153', '0x9090577023', '吉祥航空', '733723T0KTPB7L7', '外高桥', '731535U96US9ER7', '2020-11-06 10:45:44', '普通发票', '17.95%', 1014, 62964, 63978, 4, 3, '8kg', 1604630744484330900, '0x14107511110951081051813']
['0x10813215139811119141010931110131316333140413249', '0x0896294176', '华域汽车', '736195P9OS45392', '上海天洋', '733441WIOMYM9S4', '2020-11-06 10:45:44', '增值税发票', '10.89%', 939, 92348, 93287, 3, 3, '10kg', 1604630744484330900, '0x72101511010624312411105']
['0x120121515113511121141136911103146111111301143', '0x7777770352', '徕木股份', '7373156T606ROC8', '上海天洋', '733441WIOMYM9S4', '2020-11-06 10:45:44', '专业发票', '16.01%', 177, 19364, 19541, 4, 1, '6kg', 1604630744484835400, '0x1415121410366148814156']
['0x111061031314578101210307514841234441113151311210', '0x7911258705', '矩子科技', '731234LM4MKOAQ1', '中曼石油', '738369IQBCPQ8Y3', '2020-11-06 10:45:44', '增值税发票', '12.81%', 120, 58722, 58842, 3, 4, '5kg', 1604630744484835400, '0x363813105501161311311']
['0x5111111342346461541175131115100101589139111515', '0x4948399089', '上海凤凰', '731126D8LAHXH10', '强生控股', '737120FLLHCKL70', '2020-11-06 10:45:44', '专业发票', '17.83%', 749, 69261, 70010, 3, 2, '5kg', 1604630744484835400, '0x1143123613377158311914']
['0x11811413213600861111316092627071281315751', '0x7597007441', '宝钢包装', '732110OOWW63K24', '三湘印象', '7387169WWD894R7', '2020-11-06 10:45:44', '普通发票', '19.26%', 352, 109361, 109713, 1, 2, '7kg', 1604630744484835400, '0x912410111213211103474147']
['0x1490812676767310129158137146109111597141512', '0x3848401292', '第一医药', '737108YSYJGYHQX', '旗天科技', '739917AU6DQ2Y25', '2020-11-06 10:45:44', '普通发票', '10.81%', 254, 71239, 71493, 3, 3, '10kg', 1604630744484835400, '0x1015241513111021415214']
['0x14813121171192714793107117732861076199111415', '0x1857886284', '上海贝岭', '73815746CLN9IC5', '中路股份', '731720LJNC238Y3', '2020-11-06 10:45:44', '专业发票', '11.7%', 642, 69971, 70613, 4, 2, '4kg', 1604630744484835400, '0x191346794722111531114']
['0x11511140150115610100121141363013113121415152648', '0x6246729730', '振华重工', '7304037HH6A8XM6', '交通银行', '736776U6SW94297', '2020-11-06 10:45:44', '普通发票', '16.38%', 1029, 19522, 20551, 4, 4, '9kg', 1604630744484835400, '0x1086361171314111813596']
['0x8656315101513613310760611141591019141013201555', '0x5050375606', '姚记科技', '734450L20PON6EX', '上海医药', '733219HT9S541Y4', '2020-11-06 10:45:44', '普通发票', '15.01%', 750, 30612, 31362, 4, 2, '8kg', 1604630744484835400, '0x5131241474141508051425']
['0x605012111041321372725510131481010151088215', '0x4736768502', '强生控股', '737120FLLHCKL70', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:44', '专业发票', '12.28%', 771, 54027, 54798, 3, 2, '3kg', 1604630744484835400, '0x41371441499411107121278']
['0x111311941811871135130421071571215101114111114', '0x2672786766', '复星医药', '731896L35F0EW76', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:44', '普通发票', '12.76%', 417, 80109, 80526, 3, 2, '7kg', 1604630744484835400, '0x57111321354128114512315']
['0x137614124012114131351912126614158289122150149', '0x6888106094', '华建集团', '735719NU4PPSSG9', '申通地铁', '730357EIH33KLVX', '2020-11-06 10:45:44', '专业发票', '19.52%', 564, 42477, 43041, 2, 4, '10kg', 1604630744484835400, '0x4081164135141215136134']
['0x11581510211815111191491392713191311200131113740', '0x4781343348', '安集科技', '737989QKUG99X21', '元祖股份', '737965JLDF6SY40', '2020-11-06 10:45:44', '专业发票', '16.87%', 575, 43274, 43849, 1, 2, '9kg', 1604630744484835400, '0x71239130151112118865315']
['0x291113108151506914141261441156109121510121215514111', '0x9030080626', '东方明珠', '737278RMY1Y6001', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:44', '普通发票', '11.36%', 180, 31772, 31952, 4, 2, '2kg', 1604630744484835400, '0x231529713415469102145']
['0x3091571104097149941513314643106621161312012', '0x8828557974', '中银证券', '739207FMHXVL3C4', '丰华股份', '739994PMBILTC41', '2020-11-06 10:45:44', '专业发票', '11.09%', 627, 59343, 59970, 1, 3, '3kg', 1604630744484835400, '0x1228710950156141015131013']
['0x239149141210210135717141156415281062134111210', '0x8427583717', '摩恩电气', '735324TP9IO6X53', '百联股份', '733459OUGAJ3EC1', '2020-11-06 10:45:44', '专业发票', '16.89%', 1050, 59221, 60271, 4, 2, '5kg', 1604630744484835400, '0x201214211113741215101196']
['0x14106621061477125766157137854133266116810', '0x9061630247', '东方证券', '735129ND823XM16', '兰生股份', '736554N381OWVN8', '2020-11-06 10:45:44', '专业发票', '14.9%', 269, 98744, 99013, 3, 3, '8kg', 1604630744484835400, '0x413131213281231070601110']
['0x15567311812090140802111414220703681010742', '0x6530882409', '创力集团', '735457QC618NR54', '普元信息', '7359276QNU45K35', '2020-11-06 10:45:44', '普通发票', '11.09%', 1062, 43874, 44936, 1, 3, '10kg', 1604630744484835400, '0x8914514846214151121526']
['0x4145111057971315121084149511501581431080760', '0x3405118692', '上海亚虹', '730749V2MF4FUD7', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:44', '普通发票', '13.38%', 983, 107449, 108432, 4, 4, '2kg', 1604630744484835400, '0x8412137151434110971264']
['0x912003712180141515117145074128121014144148151110', '0x4961110772', '悦心健康', '7342506SXUSOGI0', '富瀚微', '731294241FWESA8', '2020-11-06 10:45:44', '增值税发票', '13.21%', 120, 98817, 98937, 3, 3, '8kg', 1604630744484835400, '0x21353777514010211884']
['0x5515221058214611251285113315112103534879', '0x6805530461', '华域汽车', '736195P9OS45392', '航天机电', '733046K6PK2SFB4', '2020-11-06 10:45:44', '专业发票', '14.59%', 223, 53308, 53531, 2, 2, '3kg', 1604630744484835400, '0x150931652261258589']
['0x1014151312151412996374325154429315706137', '0x7037460208', '东风科技', '732092XSIJJUCW6', '安科瑞', '738566C559JDY68', '2020-11-06 10:45:44', '普通发票', '10.65%', 967, 17308, 18275, 1, 1, '11kg', 1604630744484835400, '0x12827195711391042013']
['0x261310354491510611121571307128111412131540101203', '0x0072073793', '东方明珠', '737278RMY1Y6001', '亚通股份', '737707HEPL9AF52', '2020-11-06 10:45:44', '专业发票', '13.06%', 356, 65791, 66147, 4, 3, '3kg', 1604630744484835400, '0x1583161101549515141116']
['0x126151415104912312196231571114814071248104015', '0x3930162470', '元祖股份', '737965JLDF6SY40', '中视传媒', '7332881UDWYQ6G5', '2020-11-06 10:45:44', '专业发票', '18.03%', 315, 37698, 38013, 1, 3, '4kg', 1604630744484835400, '0x141542811210011413614104']
['0x6813612813131325823242571112144612121214254', '0x0498346374', '中国船舶', '7399465MHRXA5K5', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:44', '普通发票', '12.24%', 1079, 94815, 95894, 3, 3, '3kg', 1604630744486322800, '0x4151513138110143154146133']
['0x1481135219511063133160018011066812336', '0x2330212793', '信息发展', '732897N308J4BK4', '地素时尚', '738550Q2Q5VUEH8', '2020-11-06 10:45:44', '专业发票', '10.27%', 760, 55525, 56285, 4, 3, '1kg', 1604630744486322800, '0x281014101461044228914']
['0x1161512521193154514134021590103101001612131', '0x0282535195', '博通集成', '738070D71LJHAB5', '卫宁健康', '735980FGEJ72SC0', '2020-11-06 10:45:44', '普通发票', '16.43%', 850, 74923, 75773, 2, 1, '1kg', 1604630744486322800, '0x1144139144981113612414']
['0x7357812131412112151211115161021231214271351329', '0x7450974001', '金安国纪', '738111YSESAJP22', '上工申贝', '734630V36POYMC2', '2020-11-06 10:45:44', '增值税发票', '15.2%', 425, 92529, 92954, 1, 4, '8kg', 1604630744486322800, '0x654345040131515117112']
['0x14411313509347140758154117113214101210131263', '0x4553062062', '矩子科技', '731234LM4MKOAQ1', '华铭智能', '732727TKKEQGR27', '2020-11-06 10:45:44', '专业发票', '17.11%', 346, 50660, 51006, 1, 1, '3kg', 1604630744486322800, '0x101517211813108141371415']
['0x3631322571313109150961405131217082406148', '0x1918388362', '上海凯宝', '739536F7QW2K8R9', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:44', '专业发票', '15.5%', 199, 30843, 31042, 3, 1, '7kg', 1604630744486322800, '0x1381115878371571534110']
['0x15765211136134396121410671599112714014510', '0x4606254480', '鼎捷软件', '738245L775DFQR4', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:44', '增值税发票', '19.39%', 845, 109609, 110454, 4, 3, '3kg', 1604630744486322800, '0x87116658115804011146']
['0x111293115151313275121146471291344007101314869', '0x7655473759', '上实发展', '735615U0QXPTMP6', '悦心健康', '7342506SXUSOGI0', '2020-11-06 10:45:44', '专业发票', '19.87%', 199, 46487, 46686, 3, 2, '11kg', 1604630744486322800, '0x711140715402712281237']
['0x1512108364138111124713371333261227514014056', '0x8578581171', '天海防务', '735895GTW8V03F9', '克来机电', '731077BFO5WFVE0', '2020-11-06 10:45:44', '普通发票', '14.18%', 590, 27337, 27927, 2, 2, '10kg', 1604630744486841700, '0x12689309949108146100']
